ParentID,SampleID,FromMachineID,ToMachineID
SBH421514,SBH421514_N/C,998,1000
SBH421514,SBH421514_N/C,1000,999
SBH421514,SBH421514_N/C,999,1034
SBH421514,SBH421514_N/C,1034,999
SBH421514,SBH421514_N0/SAL097430,999,1004
SBH421515,SBH421515,-1,1008
SBH421515,SBH421515,1008,1021
SBH421515,SBH421515,1021,1022
SBH421515,SBH421515,1022,1021
SBH421515,SBH421515,1021,1023
SBH421515,SBH421515,1023,996
SBH421515,SBH421515_N,996,1019
SBH421515,SBH421515_N,1019,997
SBH421515,SBH421515_N,997,989
SBH421515,SBH421515_N,989,997
SBH421515,SBH421515_N,997,1028
SBH421515,SBH421515_N,1028,997
SBH421515,SBH421515_N,997,998
SBH421515,SBH421515_N,998,997
SBH421515,SBH421515_N,997,1009
SBH421515,SBH421515_N/C,1009,1000
SBH421515,SBH421515_N/C,1000,999
SBH421515,SBH421515_N/C,999,1034
SBH421515,SBH421515_N/C,1034,999
SBH421515,SBH421515_N0/SAL097403,999,1004
SBH421515,SBH421515_N0/SAL097403,1004,999
SBH421515,SBH421515_N0/SAL097403,999,1035
SBH421515,SBH421515_N0/SAL097403,1035,1030
SBH421515,SBH421515_N0/SAL097403,1030,1035
SBH421515,SBH421515_N0/SAL097403,1035,999
SBH421516,SBH421516,-1,1007
SBH421516,SBH421516,1007,1016
SBH421516,SBH421516,1016,1017
SBH421516,SBH421516,1017,1016
SBH421516,SBH421516,1016,1018
SBH421516,SBH421516,1018,995
SBH421516,SBH421516_N,995,1014
SBH421516,SBH421516_N,1014,997
SBH421516,SBH421516_N,997,991
SBH421516,SBH421516_N,991,997
SBH421516,SBH421516_N,997,998
SBH421516,SBH421516_N/C,998,1000
SBH421516,SBH421516_N/C,1000,999
SBH421516,SBH421516_N/C,999,1034
SBH421516,SBH421516_N/C,1034,999
SBH421516,SBH421516_N0/SAL097129,999,1004
SBH421516,SBH421516_N0/SAL097129,1004,1003
SBH421516,SBH421516_N0/SAL097129,1003,999
SBH421516,SBH421516_N0/SAL097129,999,1035
SBH421516,SBH421516_N0/SAL097129,1035,1030
SBH421516,SBH421516_N0/SAL097129,1030,1035
SBH421516,SBH421516_N0/SAL097129,1035,999
SBH421517,SBH421517,-1,1008
SBH421517,SBH421517,1008,1021
SBH421517,SBH421517,1021,1022
SBH421517,SBH421517,1022,1021
SBH421517,SBH421517,1021,1023
SBH421517,SBH421517,1023,996
SBH421517,SBH421517_N,996,1019
SBH421517,SBH421517_N,1019,997
SBH421517,SBH421517_N,997,993
SBH421517,SBH421517_N,993,997
SBH421517,SBH421517_N,997,998
SBH421517,SBH421517_N/C,998,1000
SBH421517,SBH421517_N/C,1000,999
SBH421517,SBH421517_N/C,999,1034
SBH421517,SBH421517_N/C,1034,999
SBH421517,SBH421517_N0/SAL097125,999,1004
SBH421517,SBH421517_N0/SAL097125,1004,1003
SBH421517,SBH421517_N0/SAL097125,1003,999
SBH421517,SBH421517_N0/SAL097125,999,1035
SBH421517,SBH421517_N0/SAL097125,1035,1030
SBH421517,SBH421517_N0/SAL097125,1030,1035
SBH421517,SBH421517_N0/SAL097125,1035,999
SBH421518,SBH421518,-1,1006
SBH421518,SBH421518,1006,1011
SBH421518,SBH421518,1011,1012
SBH421518,SBH421518,1012,1011
SBH421518,SBH421518,1011,1013
SBH421518,SBH421518,1013,994
SBH421518,SBH421518_N,994,1009
SBH421518,SBH421518_N,1009,997
SBH421518,SBH421518_N,997,993
SBH421518,SBH421518_N,993,997
SBH421518,SBH421518_N,997,1028
SBH421518,SBH421518_N,1028,997
SBH421518,SBH421518_N,997,998
SBH421518,SBH421518_N,998,997
SBH421518,SBH421518_N,997,1009
SBH421518,SBH421518_N/C,1009,1000
SBH421518,SBH421518_N/C,1000,999
SBH421518,SBH421518_N/C,999,1034
SBH421518,SBH421518_N/C,1034,999
SBH421518,SBH421518_N0/SAL097408,999,1004
SBH421518,SBH421518_N0/SAL097408,1004,999
SBH421518,SBH421518_N0/SAL097408,999,1035
SBH421518,SBH421518_N0/SAL097408,1035,1030
SBH421518,SBH421518_N0/SAL097408,1030,1035
SBH421518,SBH421518_N0/SAL097408,1035,999
SBH421519,SBH421519,-1,1008
SBH421519,SBH421519,1008,1021
SBH421519,SBH421519,1021,1022
SBH421519,SBH421519,1022,1021
SBH421519,SBH421519,1021,1023
SBH421519,SBH421519,1023,996
SBH421519,SBH421519_N,996,1019
SBH421519,SBH421519_N,1019,997
SBH421519,SBH421519_N,997,991
SBH421519,SBH421519_N,991,997
SBH421519,SBH421519_N,997,998
SBH421519,SBH421519_N/C,998,1000
SBH421519,SBH421519_N/C,1000,999
SBH421519,SBH421519_N/C,999,1034
SBH421519,SBH421519_N/C,1034,999
SBH421519,SBH421519_N0/SAL097449,999,1004
SBH421520,SBH421520,-1,1006
SBH421520,SBH421520,1006,1011
SBH421520,SBH421520,1011,1012
SBH421520,SBH421520,1012,1011
SBH421520,SBH421520,1011,1013
SBH421520,SBH421520,1013,994
SBH421520,SBH421520_N,994,1009
SBH421520,SBH421520_N,1009,997
SBH421520,SBH421520_N,997,991
SBH421520,SBH421520_N,991,997
SBH421520,SBH421520_N,997,1028
SBH421520,SBH421520_N,1028,997
SBH421520,SBH421520_N,997,998
SBH421520,SBH421520_N,998,997
SBH421520,SBH421520_N,997,1019
SBH421520,SBH421520_N/C,1019,1000
SBH421520,SBH421520_N/C,1000,999
SBH421520,SBH421520_N/C,999,1034
SBH421520,SBH421520_N/C,1034,999
SBH421520,SBH421520_N0/SAL097407,999,1004
SBH421520,SBH421520_N0/SAL097407,1004,999
SBH421520,SBH421520_N0/SAL097407,999,1035
SBH421520,SBH421520_N0/SAL097407,1035,1030
SBH421520,SBH421520_N0/SAL097407,1030,1035
SBH421520,SBH421520_N0/SAL097407,1035,999
SBH421521,SBH421521,-1,1006
SBH421521,SBH421521,1006,1011
SBH421521,SBH421521,1011,1012
SBH421521,SBH421521,1012,1011
SBH421521,SBH421521,1011,1013
SBH421521,SBH421521,1013,994
SBH421521,SBH421521_N,994,1009
SBH421521,SBH421521_N,1009,997
SBH421521,SBH421521_N,997,993
SBH421521,SBH421521_N,993,997
SBH421521,SBH421521_N,997,1028
SBH421521,SBH421521_N,1028,997
SBH421521,SBH421521_N,997,998
SBH421521,SBH421521_N/C,998,1000
SBH421521,SBH421521_N/C,1000,999
SBH421521,SBH421521_N/C,999,1034
SBH421521,SBH421521_N/C,1034,999
SBH421521,SBH421521_N0/SAL097439,999,1004
SBH421522,SBH421522,-1,1007
SBH421522,SBH421522,1007,1016
SBH421522,SBH421522,1016,1017
SBH421522,SBH421522,1017,1016
SBH421522,SBH421522,1016,1018
SBH421522,SBH421522,1018,995
SBH421522,SBH421522_N,995,1014
SBH421522,SBH421522_N,1014,997
SBH421522,SBH421522_N,997,990
SBH421522,SBH421522_N,990,997
SBH421522,SBH421522_N,997,1028
SBH421522,SBH421522_N,1028,997
SBH421522,SBH421522_N,997,998
SBH421522,SBH421522_N/C,998,1000
SBH421522,SBH421522_N/C,1000,999
SBH421522,SBH421522_N/C,999,1034
SBH421522,SBH421522_N/C,1034,999
SBH421522,SBH421522_N0/SAL097463,999,1004
SBH421523,SBH421523,-1,1007
SBH421523,SBH421523,1007,1016
SBH421523,SBH421523,1016,1017
SBH421523,SBH421523,1017,1016
SBH421523,SBH421523,1016,1018
SBH421523,SBH421523,1018,995
SBH421523,SBH421523_N,995,1014
SBH421523,SBH421523_N,1014,997
SBH421523,SBH421523_N,997,992
SBH421523,SBH421523_N,992,997
SBH421523,SBH421523_N,997,1028
SBH421523,SBH421523_N,1028,997
SBH421523,SBH421523_N,997,998
SBH421523,SBH421523_N,998,997
SBH421523,SBH421523_N,997,1014
SBH421523,SBH421523_N/C,1014,1000
SBH421523,SBH421523_N/C,1000,999
SBH421523,SBH421523_N/C,999,1034
SBH421523,SBH421523_N/C,1034,999
SBH421523,SBH421523_N0/SAL097415,999,1004
SBH421523,SBH421523_N0/SAL097415,1004,999
SBH421523,SBH421523_N0/SAL097415,999,1035
SBH421523,SBH421523_N0/SAL097415,1035,1030
SBH421523,SBH421523_N0/SAL097415,1030,1035
SBH421523,SBH421523_N0/SAL097415,1035,999
SBH421524,SBH421524,-1,1008
SBH421524,SBH421524,1008,1021
SBH421524,SBH421524,1021,1022
SBH421524,SBH421524,1022,1021
SBH421524,SBH421524,1021,1023
SBH421524,SBH421524,1023,996
SBH421524,SBH421524_N,996,1019
SBH421524,SBH421524_N,1019,997
SBH421524,SBH421524_N,997,993
SBH421524,SBH421524_N,993,997
SBH421524,SBH421524_N,997,1028
SBH421524,SBH421524_N,1028,997
SBH421524,SBH421524_N,997,998
SBH421524,SBH421524_N,998,997
SBH421524,SBH421524_N,997,1014
SBH421524,SBH421524_N/C,1014,1000
SBH421524,SBH421524_N/C,1000,999
SBH421524,SBH421524_N/C,999,1034
SBH421524,SBH421524_N/C,1034,999
SBH421524,SBH421524_N0/SAL097159,999,1004
SBH421524,SBH421524_N0/SAL097159,1004,1003
SBH421524,SBH421524_N0/SAL097159,1003,999
SBH421524,SBH421524_N0/SAL097159,999,1035
SBH421524,SBH421524_N0/SAL097159,1035,1030
SBH421524,SBH421524_N0/SAL097159,1030,1035
SBH421524,SBH421524_N0/SAL097159,1035,999
SBH421525,SBH421525,-1,1006
SBH421525,SBH421525,1006,1011
SBH421525,SBH421525,1011,1012
SBH421525,SBH421525,1012,1011
SBH421525,SBH421525,1011,1012
SBH421525,SBH421525,1012,1011
SBH421525,SBH421525,1011,1013
SBH421525,SBH421525,1013,994
SBH421525,SBH421525_N,994,1009
SBH421525,SBH421525_N,1009,997
SBH421525,SBH421525_N,997,992
SBH421525,SBH421525_N,992,997
SBH421525,SBH421525_N,997,1028
SBH421525,SBH421525_N,1028,997
SBH421525,SBH421525_N,997,998
SBH421525,SBH421525_N,998,997
SBH421525,SBH421525_N,997,1014
SBH421525,SBH421525_N/C,1014,1000
SBH421525,SBH421525_N/C,1000,999
SBH421525,SBH421525_N/C,999,1034
SBH421525,SBH421525_N/C,1034,999
SBH421525,SBH421525_N0/SAL097178,999,1004
SBH421525,SBH421525_N0/SAL097178,1004,1003
SBH421525,SBH421525_N0/SAL097178,1003,999
SBH421525,SBH421525_N0/SAL097178,999,1035
SBH421525,SBH421525_N0/SAL097178,1035,1030
SBH421525,SBH421525_N0/SAL097178,1030,1035
SBH421525,SBH421525_N0/SAL097178,1035,999
SBH421526,SBH421526,-1,1006
SBH421526,SBH421526,1006,1011
SBH421526,SBH421526,1011,1012
SBH421526,SBH421526,1012,1011
SBH421526,SBH421526,1011,1013
SBH421526,SBH421526,1013,994
SBH421526,SBH421526_N,994,1009
SBH421526,SBH421526_N,1009,997
SBH421526,SBH421526_N,997,993
SBH421526,SBH421526_N,993,997
SBH421526,SBH421526_N,997,1028
SBH421526,SBH421526_N,1028,997
SBH421526,SBH421526_N,997,998
SBH421526,SBH421526_N,998,997
SBH421526,SBH421526_N,997,1019
SBH421526,SBH421526_N/C,1019,1000
SBH421526,SBH421526_N/C,1000,999
SBH421526,SBH421526_N/C,999,1034
SBH421526,SBH421526_N/C,1034,999
SBH421526,SBH421526_N0/SAL097416,999,1004
SBH421526,SBH421526_N0/SAL097416,1004,999
SBH421526,SBH421526_N0/SAL097416,999,1035
SBH421526,SBH421526_N0/SAL097416,1035,1030
SBH421526,SBH421526_N0/SAL097416,1030,1035
SBH421526,SBH421526_N0/SAL097416,1035,999
SBH421527,SBH421527,-1,1007
SBH421527,SBH421527,1007,1016
SBH421527,SBH421527,1016,1017
SBH421527,SBH421527,1017,1016
SBH421527,SBH421527,1016,1018
SBH421527,SBH421527,1018,995
SBH421527,SBH421527_N,995,1014
SBH421527,SBH421527_N,1014,997
SBH421527,SBH421527_N,997,990
SBH421527,SBH421527_N,990,997
SBH421527,SBH421527_N,997,1028
SBH421527,SBH421527_N,1028,997
SBH421527,SBH421527_N,997,998
SBH421527,SBH421527_N/C,998,1000
SBH421527,SBH421527_N/C,1000,999
SBH421527,SBH421527_N/C,999,1034
SBH421527,SBH421527_N/C,1034,999
SBH421527,SBH421527_N0/SAL097163,999,1004
SBH421527,SBH421527_N0/SAL097163,1004,1003
SBH421527,SBH421527_N0/SAL097163,1003,999
SBH421527,SBH421527_N0/SAL097163,999,1035
SBH421527,SBH421527_N0/SAL097163,1035,1030
SBH421527,SBH421527_N0/SAL097163,1030,1035
SBH421527,SBH421527_N0/SAL097163,1035,999
SBH421528,SBH421528,-1,1006
SBH421528,SBH421528,1006,1011
SBH421528,SBH421528,1011,1012
SBH421528,SBH421528,1012,1011
SBH421528,SBH421528,1011,1013
SBH421528,SBH421528,1013,994
SBH421528,SBH421528_N,994,1009
SBH421528,SBH421528_N,1009,997
SBH421528,SBH421528_N,997,990
SBH421528,SBH421528_N,990,997
SBH421528,SBH421528_N,997,1028
SBH421528,SBH421528_N,1028,997
SBH421528,SBH421528_N,997,998
SBH421528,SBH421528_N/C,998,1000
SBH421528,SBH421528_N/C,1000,999
SBH421528,SBH421528_N/C,999,1034
SBH421528,SBH421528_N/C,1034,999
SBH421528,SBH421528_N0/SAL097161,999,1004
SBH421528,SBH421528_N0/SAL097161,1004,1003
SBH421528,SBH421528_N0/SAL097161,1003,999
SBH421528,SBH421528_N0/SAL097161,999,1035
SBH421528,SBH421528_N0/SAL097161,1035,1030
SBH421528,SBH421528_N0/SAL097161,1030,1035
SBH421528,SBH421528_N0/SAL097161,1035,999
SBH421529,SBH421529,-1,1008
SBH421529,SBH421529,1008,1021
SBH421529,SBH421529,1021,1022
SBH421529,SBH421529,1022,1021
SBH421529,SBH421529,1021,1023
SBH421529,SBH421529,1023,996
SBH421529,SBH421529_N,996,1019
SBH421529,SBH421529_N,1019,997
SBH421529,SBH421529_N,997,989
SBH421529,SBH421529_N,989,997
SBH421529,SBH421529_N,997,1028
SBH421529,SBH421529_N,1028,997
SBH421529,SBH421529_N,997,998
SBH421529,SBH421529_N,998,997
SBH421529,SBH421529_N,997,1009
SBH421529,SBH421529_N/C,1009,1000
SBH421529,SBH421529_N/C,1000,999
SBH421529,SBH421529_N/C,999,1034
SBH421529,SBH421529_N/C,1034,999
SBH421529,SBH421529_N0/SAL097184,999,1004
SBH421529,SBH421529_N0/SAL097184,1004,1003
SBH421529,SBH421529_N0/SAL097184,1003,999
SBH421529,SBH421529_N0/SAL097184,999,1035
SBH421529,SBH421529_N0/SAL097184,1035,1030
SBH421529,SBH421529_N0/SAL097184,1030,1035
SBH421529,SBH421529_N0/SAL097184,1035,999
SBH421530,SBH421530,-1,1006
SBH421530,SBH421530,1006,1011
SBH421530,SBH421530,1011,1012
SBH421530,SBH421530,1012,1011
SBH421530,SBH421530,1011,1013
SBH421530,SBH421530,1013,994
SBH421530,SBH421530_N,994,1009
SBH421530,SBH421530_N,1009,997
SBH421530,SBH421530_N,997,992
SBH421530,SBH421530_N,992,997
SBH421530,SBH421530_N,997,1028
SBH421530,SBH421530_N,1028,997
SBH421530,SBH421530_N,997,998
SBH421530,SBH421530_N,998,997
SBH421530,SBH421530_N,997,1014
SBH421530,SBH421530_N/C,1014,1000
SBH421530,SBH421530_N/C,1000,999
SBH421530,SBH421530_N/C,999,1034
SBH421530,SBH421530_N/C,1034,999
SBH421530,SBH421530_N0/SAL097182,999,1004
SBH421530,SBH421530_N0/SAL097182,1004,1003
SBH421530,SBH421530_N0/SAL097182,1003,999
SBH421530,SBH421530_N0/SAL097182,999,1035
SBH421530,SBH421530_N0/SAL097182,1035,1030
SBH421530,SBH421530_N0/SAL097182,1030,1035
SBH421530,SBH421530_N0/SAL097182,1035,999
SBH421531,SBH421531,-1,1006
SBH421531,SBH421531,1006,1011
SBH421531,SBH421531,1011,1012
SBH421531,SBH421531,1012,1011
SBH421531,SBH421531,1011,1013
SBH421531,SBH421531,1013,994
SBH421531,SBH421531_N,994,1009
SBH421531,SBH421531_N,1009,997
SBH421531,SBH421531_N,997,991
SBH421531,SBH421531_N,991,997
SBH421531,SBH421531_N,997,1028
SBH421531,SBH421531_N,1028,997
SBH421531,SBH421531_N,997,998
SBH421531,SBH421531_N/C,998,1000
SBH421531,SBH421531_N/C,1000,999
SBH421531,SBH421531_N/C,999,1034
SBH421531,SBH421531_N/C,1034,999
SBH421531,SBH421531_N0/SAL097432,999,1004
SBH421532,SBH421532,-1,1006
SBH421532,SBH421532,1006,1011
SBH421532,SBH421532,1011,1012
SBH421532,SBH421532,1012,1011
SBH421532,SBH421532,1011,1013
SBH421532,SBH421532,1013,994
SBH421532,SBH421532_N,994,1009
SBH421532,SBH421532_N,1009,997
SBH421532,SBH421532_N,997,993
SBH421532,SBH421532_N,993,997
SBH421532,SBH421532_N,997,1028
SBH421532,SBH421532_N,1028,997
SBH421532,SBH421532_N,997,998
SBH421532,SBH421532_N/C,998,1000
SBH421532,SBH421532_N/C,1000,999
SBH421532,SBH421532_N/C,999,1034
SBH421532,SBH421532_N/C,1034,999
SBH421532,SBH421532_N0/SAL097154,999,1004
SBH421532,SBH421532_N0/SAL097154,1004,1003
SBH421532,SBH421532_N0/SAL097154,1003,999
SBH421532,SBH421532_N0/SAL097154,999,1035
SBH421532,SBH421532_N0/SAL097154,1035,1030
SBH421532,SBH421532_N0/SAL097154,1030,1035
SBH421532,SBH421532_N0/SAL097154,1035,999
SBH421533,SBH421533,-1,1007
SBH421533,SBH421533,1007,1016
SBH421533,SBH421533,1016,1017
SBH421533,SBH421533,1017,1016
SBH421533,SBH421533,1016,1018
SBH421533,SBH421533,1018,995
SBH421533,SBH421533_N,995,1014
SBH421533,SBH421533_N,1014,997
SBH421533,SBH421533_N,997,989
SBH421533,SBH421533_N,989,997
SBH421533,SBH421533_N,997,998
SBH421533,SBH421533_N,998,997
SBH421533,SBH421533_N,997,1019
SBH421533,SBH421533_N/C,1019,1000
SBH421533,SBH421533_N/C,1000,999
SBH421533,SBH421533_N/C,999,1034
SBH421533,SBH421533_N/C,1034,999
SBH421533,SBH421533_N0/SAL097176,999,1004
SBH421533,SBH421533_N0/SAL097176,1004,1003
SBH421533,SBH421533_N0/SAL097176,1003,999
SBH421533,SBH421533_N0/SAL097176,999,1035
SBH421533,SBH421533_N0/SAL097176,1035,1030
SBH421533,SBH421533_N0/SAL097176,1030,1035
SBH421533,SBH421533_N0/SAL097176,1035,999
SBH421534,SBH421534,-1,1006
SBH421534,SBH421534,1006,1011
SBH421534,SBH421534,1011,1012
SBH421534,SBH421534,1012,1011
SBH421534,SBH421534,1011,1013
SBH421534,SBH421534,1013,994
SBH421534,SBH421534_N,994,1009
SBH421534,SBH421534_N,1009,997
SBH421534,SBH421534_N,997,990
SBH421534,SBH421534_N,990,997
SBH421534,SBH421534_N,997,998
SBH421534,SBH421534_N/C,998,1000
SBH421534,SBH421534_N/C,1000,999
SBH421534,SBH421534_N/C,999,1034
SBH421534,SBH421534_N/C,1034,999
SBH421534,SBH421534_N0/SAL097458,999,1004
SBH421535,SBH421535,-1,1007
SBH421535,SBH421535,1007,1016
SBH421535,SBH421535,1016,1017
SBH421535,SBH421535,1017,1016
SBH421535,SBH421535,1016,1018
SBH421535,SBH421535,1018,995
SBH421535,SBH421535_N,995,1014
SBH421535,SBH421535_N,1014,997
SBH421535,SBH421535_N,997,1028
SBH421535,SBH421535_N,1028,997
SBH421535,SBH421535_N,997,991
SBH421535,SBH421535_N,991,997
SBH421535,SBH421535_N,997,1028
SBH421535,SBH421535_N,1028,997
SBH421535,SBH421535_N,997,998
SBH421535,SBH421535_N/C,998,1000
SBH421535,SBH421535_N/C,1000,999
SBH421535,SBH421535_N/C,999,1034
SBH421535,SBH421535_N/C,1034,999
SBH421535,SBH421535_N0/SAL097143,999,1004
SBH421535,SBH421535_N0/SAL097143,1004,1003
SBH421535,SBH421535_N0/SAL097143,1003,999
SBH421535,SBH421535_N0/SAL097143,999,1035
SBH421535,SBH421535_N0/SAL097143,1035,1030
SBH421535,SBH421535_N0/SAL097143,1030,1035
SBH421535,SBH421535_N0/SAL097143,1035,999
SBH421536,SBH421536,-1,1006
SBH421536,SBH421536,1006,1011
SBH421536,SBH421536,1011,1012
SBH421536,SBH421536,1012,1011
SBH421536,SBH421536,1011,1013
SBH421536,SBH421536,1013,994
SBH421536,SBH421536_N,994,1009
SBH421536,SBH421536_N,1009,997
SBH421536,SBH421536_N,997,990
SBH421536,SBH421536_N,990,997
SBH421536,SBH421536_N,997,1028
SBH421536,SBH421536_N,1028,997
SBH421536,SBH421536_N,997,998
SBH421536,SBH421536_N/C,998,1000
SBH421536,SBH421536_N/C,1000,999
SBH421536,SBH421536_N/C,999,1034
SBH421536,SBH421536_N/C,1034,999
SBH421536,SBH421536_N0/SAL097451,999,1004
SBH421537,SBH421537,-1,1008
SBH421537,SBH421537,1008,1021
SBH421537,SBH421537,1021,1022
SBH421537,SBH421537,1022,1021
SBH421537,SBH421537,1021,1023
SBH421537,SBH421537,1023,996
SBH421537,SBH421537_N,996,1019
SBH421537,SBH421537_N,1019,997
SBH421537,SBH421537_N,997,992
SBH421537,SBH421537_N,992,997
SBH421537,SBH421537_N,997,998
SBH421537,SBH421537_N/C,998,1000
SBH421537,SBH421537_N/C,1000,999
SBH421537,SBH421537_N/C,999,1034
SBH421537,SBH421537_N/C,1034,999
SBH421537,SBH421537_N0/SAL097126,999,1004
SBH421537,SBH421537_N0/SAL097126,1004,1003
SBH421537,SBH421537_N0/SAL097126,1003,999
SBH421537,SBH421537_N0/SAL097126,999,1035
SBH421537,SBH421537_N0/SAL097126,1035,1030
SBH421537,SBH421537_N0/SAL097126,1030,1035
SBH421537,SBH421537_N0/SAL097126,1035,999
SBH421538,SBH421538,-1,1007
SBH421538,SBH421538,1007,1016
SBH421538,SBH421538,1016,1017
SBH421538,SBH421538,1017,1016
SBH421538,SBH421538,1016,1018
SBH421538,SBH421538,1018,995
SBH421538,SBH421538_N,995,1014
SBH421538,SBH421538_N,1014,997
SBH421538,SBH421538_N,997,993
SBH421538,SBH421538_N,993,997
SBH421538,SBH421538_N,997,1028
SBH421538,SBH421538_N,1028,997
SBH421538,SBH421538_N,997,998
SBH421538,SBH421538_N/C,998,1000
SBH421538,SBH421538_N/C,1000,999
SBH421538,SBH421538_N/C,999,1034
SBH421538,SBH421538_N/C,1034,999
SBH421538,SBH421538_N0/SAL097195,999,1004
SBH421538,SBH421538_N0/SAL097195,1004,1003
SBH421538,SBH421538_N0/SAL097195,1003,999
SBH421538,SBH421538_N0/SAL097195,999,1035
SBH421538,SBH421538_N0/SAL097195,1035,1030
SBH421538,SBH421538_N0/SAL097195,1030,1035
SBH421538,SBH421538_N0/SAL097195,1035,999
SBH421539,SBH421539,-1,1006
SBH421539,SBH421539,1006,1011
SBH421539,SBH421539,1011,1012
SBH421539,SBH421539,1012,1011
SBH421539,SBH421539,1011,1013
SBH421539,SBH421539,1013,994
SBH421539,SBH421539_N,994,1009
SBH421539,SBH421539_N,1009,997
SBH421539,SBH421539_N,997,993
SBH421539,SBH421539_N,993,997
SBH421539,SBH421539_N,997,1028
SBH421539,SBH421539_N,1028,997
SBH421539,SBH421539_N,997,998
SBH421539,SBH421539_N/C,998,1000
SBH421539,SBH421539_N/C,1000,999
SBH421539,SBH421539_N/C,999,1034
SBH421539,SBH421539_N/C,1034,999
SBH421539,SBH421539_N0/SAL097147,999,1004
SBH421539,SBH421539_N0/SAL097147,1004,1003
SBH421539,SBH421539_N0/SAL097147,1003,999
SBH421539,SBH421539_N0/SAL097147,999,1035
SBH421539,SBH421539_N0/SAL097147,1035,1030
SBH421539,SBH421539_N0/SAL097147,1030,1035
SBH421539,SBH421539_N0/SAL097147,1035,999
SBH421540,SBH421540,-1,1008
SBH421540,SBH421540,1008,1021
SBH421540,SBH421540,1021,1022
SBH421540,SBH421540,1022,1021
SBH421540,SBH421540,1021,1023
SBH421540,SBH421540,1023,996
SBH421540,SBH421540_N,996,1019
SBH421540,SBH421540_N,1019,997
SBH421540,SBH421540_N,997,992
SBH421540,SBH421540_N,992,997
SBH421540,SBH421540_N,997,998
SBH421540,SBH421540_N/C,998,1000
SBH421540,SBH421540_N/C,1000,999
SBH421540,SBH421540_N/C,999,1034
SBH421540,SBH421540_N/C,1034,999
SBH421540,SBH421540_N0/SAL097135,999,1004
SBH421540,SBH421540_N0/SAL097135,1004,1003
SBH421540,SBH421540_N0/SAL097135,1003,999
SBH421540,SBH421540_N0/SAL097135,999,1035
SBH421540,SBH421540_N0/SAL097135,1035,1030
SBH421540,SBH421540_N0/SAL097135,1030,1035
SBH421540,SBH421540_N0/SAL097135,1035,999
SBH421541,SBH421541,-1,1006
SBH421541,SBH421541,1006,1011
SBH421541,SBH421541,1011,1012
SBH421541,SBH421541,1012,1011
SBH421541,SBH421541,1011,1012
SBH421541,SBH421541,1012,1011
SBH421541,SBH421541,1011,1013
SBH421541,SBH421541,1013,994
SBH421541,SBH421541_N,994,1009
SBH421541,SBH421541_N,1009,997
SBH421541,SBH421541_N,997,991
SBH421541,SBH421541_N,991,997
SBH421541,SBH421541_N,997,998
SBH421541,SBH421541_N/C,998,1000
SBH421541,SBH421541_N/C,1000,999
SBH421541,SBH421541_N/C,999,1034
SBH421541,SBH421541_N/C,1034,999
SBH421541,SBH421541_N0/SAL097133,999,1004
SBH421541,SBH421541_N0/SAL097133,1004,1003
SBH421541,SBH421541_N0/SAL097133,1003,999
SBH421541,SBH421541_N0/SAL097133,999,1035
SBH421541,SBH421541_N0/SAL097133,1035,1030
SBH421541,SBH421541_N0/SAL097133,1030,1035
SBH421541,SBH421541_N0/SAL097133,1035,999
SBH421542,SBH421542,-1,1007
SBH421542,SBH421542,1007,1016
SBH421542,SBH421542,1016,1017
SBH421542,SBH421542,1017,1016
SBH421542,SBH421542,1016,1018
SBH421542,SBH421542,1018,995
SBH421542,SBH421542_N,995,1014
SBH421542,SBH421542_N,1014,997
SBH421542,SBH421542_N,997,990
SBH421542,SBH421542_N,990,997
SBH421542,SBH421542_N,997,1028
SBH421542,SBH421542_N,1028,997
SBH421542,SBH421542_N,997,998
SBH421542,SBH421542_N/C,998,1000
SBH421542,SBH421542_N/C,1000,999
SBH421542,SBH421542_N/C,999,1034
SBH421542,SBH421542_N/C,1034,999
SBH421542,SBH421542_N0/SAL097145,999,1004
SBH421542,SBH421542_N0/SAL097145,1004,1003
SBH421542,SBH421542_N0/SAL097145,1003,999
SBH421542,SBH421542_N0/SAL097145,999,1035
SBH421542,SBH421542_N0/SAL097145,1035,1030
SBH421542,SBH421542_N0/SAL097145,1030,1035
SBH421542,SBH421542_N0/SAL097145,1035,999
SBH421543,SBH421543,-1,1006
SBH421543,SBH421543,1006,1011
SBH421543,SBH421543,1011,1012
SBH421543,SBH421543,1012,1011
SBH421543,SBH421543,1011,1013
SBH421543,SBH421543,1013,994
SBH421543,SBH421543_N,994,1009
SBH421543,SBH421543_N,1009,997
SBH421543,SBH421543_N,997,993
SBH421543,SBH421543_N,993,997
SBH421543,SBH421543_N,997,998
SBH421543,SBH421543_N/C,998,1000
SBH421543,SBH421543_N/C,1000,999
SBH421543,SBH421543_N/C,999,1034
SBH421543,SBH421543_N/C,1034,999
SBH421543,SBH421543_N0/SAL097472,999,1004
SBH421544,SBH421544,-1,1008
SBH421544,SBH421544,1008,1021
SBH421544,SBH421544,1021,1022
SBH421544,SBH421544,1022,1021
SBH421544,SBH421544,1021,1023
SBH421544,SBH421544,1023,996
SBH421544,SBH421544_N,996,1019
SBH421544,SBH421544_N,1019,997
SBH421544,SBH421544_N,997,993
SBH421544,SBH421544_N,993,997
SBH421544,SBH421544_N,997,1028
SBH421544,SBH421544_N,1028,997
SBH421544,SBH421544_N,997,998
SBH421544,SBH421544_N,998,997
SBH421544,SBH421544_N,997,1015
